Weight_dn24.1,Weight_dn24.2,Weight_dp24.3,Weight_un24.1,Weight_un24.2,Weight_un24.3,Weight_dp24.1,Weight_dp24.2,Weight_dp24.3.1,Weight_up24.1,Weight_up24.2,Weight_up24.3
,,,,,,12.23,,,,,
,,,,,,12.24,,,,,
,,,,,,12.88,,,,,
,,,,,,14.65,,,,,
,,,,,,15.08,,,,,
,,,,,,15.03,,,,,
,,,,,,15.0,,,,,
,,,,,,14.98,,,,,
,,,,,,14.8,,,,,
,,,,,,14.52,,,,,
,,,,,,14.48,,,,,
,,,,,,14.51,,,,,
,,,,,,14.53,,,,,
,,,,,,14.52,,,,,
,,,,,,14.52,,,,,
,,,,,,14.53,,,,,
,,,,,,14.53,,,,,
,,,,,,14.54,,,,,
,,,,,,14.53,,,,,
,,,,,,14.53,,,,,
,,,,,,14.53,,,,,
,,,,,,14.54,,,,,
,,,,,,14.56,,,,,
,,,,,,14.56,,,,,
,,,,,,14.56,,,,,
,,,,,,14.56,,,,,
,,,,,,14.56,,,,,
,,,,,,14.55,,,,,
,,,,,,14.55,,,,,
,,,,,,14.56,,,,,
,,,,,,14.57,,,,,
,,,,,,14.56,,,,,
,,,,,,14.57,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.57,,,,,
,,,,,,14.57,,,,,
,,,,,,14.57,,,,,
,,,,,,14.57,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.58,,,,,
,,,,,,14.63,,,,,
,,,,,,14.68,,,,,
,,,,,,14.7,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.71,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.7,,,,,
,,,,,,14.69,,,,,
,,,,,,14.69,,,,,
,,,,,,14.69,,,,,
,,,,,,14.69,,,,,
,,,,,,14.75,,,,,
,,,,,,15.89,,,,,
,,,,,,17.75,,,,,
,,,,,,17.67,,,,,
,,,,,,17.62,,,,,
,,,,,,17.49,,,,,
,,,,,,17.04,,,,,
,,,,,,16.84,,,,,
,,,,,,16.87,,,,,
,,,,,,16.9,,,,,
,,,,,,16.92,,,,,
,,,,,,16.93,,,,,
,,,,,,16.93,,,,,
,,,,,,16.94,,,,,
,,,,,,16.94,,,,,
,,,,,,16.93,,,,,
,,,,,,16.93,,,,,
,,,,,,16.93,,,,,
,,,,,,16.93,,,,,
,,,,,,16.94,,,,,
,,,,,,16.94,,,,,
,,,,,,16.94,,,,,
,,,,,,16.95,,,,,
,,,,,,16.96,,,,,
,,,,,,16.95,,,,,
,,,,,,16.95,,,,,
,,,,,,16.95,,,,,
,,,,,,16.95,,,,,
,,,,,,16.94,,,,,
,,,,,,16.94,,,,,
,,,,,,16.97,,,,,
,,,,,,17.09,,,,,
,,,,,,17.15,,,,,
,,,,,,17.14,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.12,,,,,
,,,,,,17.11,,,,,
,,,,,,17.11,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.08,,,,,
,,,,,,17.07,,,,,
,,,,,,17.07,,,,,
,,,,,,17.06,,,,,
,,,,,,17.06,,,,,
,,,,,,17.06,,,,,
,,,,,,17.05,,,,,
,,,,,,17.05,,,,,
,,,,,,17.04,,,,,
,,,,,,17.03,,,,,
,,,,,,17.03,,,,,
,,,,,,17.02,,,,,
,,,,,,17.02,,,,,
,,,,,,17.01,,,,,
,,,,,,17.01,,,,,
,,,,,,17.0,,,,,
,,,,,,17.0,,,,,
,,,,,,17.01,,,,,
,,,,,,17.07,,,,,
,,,,,,17.14,,,,,
,,,,,,17.18,,,,,
,,,,,,17.19,,,,,
,,,,,,17.18,,,,,
,,,,,,17.18,,,,,
,,,,,,17.18,,,,,
,,,,,,17.17,,,,,
,,,,,,17.16,,,,,
,,,,,,17.16,,,,,
,,,,,,17.15,,,,,
,,,,,,17.15,,,,,
,,,,,,17.14,,,,,
,,,,,,17.14,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.12,,,,,
,,,,,,17.11,,,,,
,,,,,,17.11,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.08,,,,,
,,,,,,17.08,,,,,
,,,,,,17.07,,,,,
,,,,,,17.06,,,,,
,,,,,,17.06,,,,,
,,,,,,17.05,,,,,
,,,,,,17.05,,,,,
,,,,,,17.04,,,,,
,,,,,,17.04,,,,,
,,,,,,17.03,,,,,
,,,,,,17.05,,,,,
,,,,,,17.11,,,,,
,,,,,,17.12,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.13,,,,,
,,,,,,17.12,,,,,
,,,,,,17.12,,,,,
,,,,,,17.12,,,,,
,,,,,,17.12,,,,,
,,,,,,17.12,,,,,
,,,,,,17.11,,,,,
,,,,,,17.11,,,,,
,,,,,,17.11,,,,,
,,,,,,17.11,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.1,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,17.09,,,,,
,,,,,,16.98,,,,,
,,,,,,13.6,,,,,
,,,,,,1.71,,,,,
,,,,,,1.42,,,,,
,,,,,,1.3,,,,,
,,,,,,1.21,,,,,
,,,,,,1.15,,,,,
,,,,,,1.1,,,,,
,,,,,,1.06,,,,,
